"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"2242",2241,24242,"Ribeiro Mike","Ribeiro","Mike","2012-13",32,"WSH","CA","C","C",48,13,36,49,-4,53,7,6,0,63,856,4.5,0.6,5.1,8.9,-0.1,-0.6,8.3,"Sub_ 4153",16,13,"Ribeiro Mike_2012-2013",2012,"2012-2013","Ribeiro Mike","Mike ","Ribeiro",2926829,2.926829,4.441667074,12.30000113,16.7416682,21.52500197,-1.366666792,292.4666935,4.441667074,12.30000113,16.7416682,21.52500197,-1.366666792,292.4666935,0.30388349605088,1.3117403333107
"2243",2242,24243,"Ribeiro Mike","Ribeiro","Mike","2013-14",33,"PHX","CA","C","C",80,16,31,47,-13,52,12,4,0,110,1440,2.9,1.1,4,3.7,1.3,-0.8,4.2,"Sub_ 4153",16,14,"Ribeiro Mike_2013-2014",2013,"2013-2014","Ribeiro Mike","Mike ","Ribeiro",4500000,4.5,3.555555556,6.888888889,10.44444444,24.44444444,-2.888888889,320,3.555555556,6.888888889,10.44444444,24.44444444,-2.888888889,320,1.02950054521735,1.20830195059259
"2244",2243,24244,"Ribeiro Mike","Ribeiro","Mike","2014-15",34,"NSH","CA","C","C",82,15,47,62,11,52,14,1,0,96,1537,4.4,2.1,6.5,7.5,3.5,0,11,"Sub_ 4153",16,15,"Ribeiro Mike_2014-2015",2014,"2014-2015","Ribeiro Mike","Mike ","Ribeiro",1050000,1.05,14.28571429,44.76190476,59.04761905,91.42857143,10.47619048,1463.809524,14.28571429,44.76190476,59.04761905,91.42857143,10.47619048,1463.809524,-0.561794247036211,1.98408982097842
"2245",2244,24245,"Ribeiro Mike","Ribeiro","Mike","2015-16",35,"NSH","CA","C","C",81,7,43,50,11,62,5,2,0,76,1413,2.6,2.1,4.6,3.8,3.8,0,7.5,"Sub_ 4153",16,16,"Ribeiro Mike_2015-2016",2015,"2015-2016","Ribeiro Mike","Mike ","Ribeiro",3500000,3.5,2,12.28571429,14.28571429,21.71428571,3.142857143,403.7142857,2,12.28571429,14.28571429,21.71428571,3.142857143,403.7142857,0.568255677897479,1.36345952466976
"2246",2245,24302,"Richards Brad","Richards","Brad","2011-12",31,"NYR","CA","C","C",82,25,41,66,-1,22,18,7,0,229,1662,5.5,2,7.5,9,2,-1.7,9.2,"Sub_ 4160",15,11,"Richards Brad_2011-2012",2011,"2011-2012","Richards Brad","Brad ","Richards",12000000,12,2.083333333,3.416666667,5.5,19.08333333,-0.083333333,138.5,2.083333333,3.416666667,5.5,19.08333333,-0.083333333,138.5,4.4888370501164,2.19096658641464
"2247",2246,24303,"Richards Brad","Richards","Brad","2012-13",32,"NYR","CA","C","C",46,11,23,34,8,14,8,3,0,110,865,2.8,1.3,4.1,5,2,-0.9,6.1,"Sub_ 4160",15,12,"Richards Brad_2012-2013",2012,"2012-2013","Richards Brad","Brad ","Richards",12000000,12,0.916666667,1.916666667,2.833333333,9.166666667,0.666666667,72.08333333,0.916666667,1.916666667,2.833333333,9.166666667,0.666666667,72.08333333,4.4888370501164,0.535952462924877
"2248",2247,24304,"Richards Brad","Richards","Brad","2013-14",33,"NYR","CA","C","C",82,20,31,51,-8,18,15,5,0,259,1531,3.7,1.6,5.4,4.8,1.1,1.2,7.1,"Sub_ 4160",15,13,"Richards Brad_2013-2014",2013,"2013-2014","Richards Brad","Brad ","Richards",9000000,9,2.222222222,3.444444444,5.666666667,28.77777778,-0.888888889,170.1111111,2.222222222,3.444444444,5.666666667,28.77777778,-0.888888889,170.1111111,3.10510244815678,1.41517871602881
"2249",2248,24305,"Richards Brad","Richards","Brad","2014-15",34,"CHI","CA","C","C",76,12,25,37,3,12,10,2,0,199,1131,2.4,1.5,3.8,2.4,2,-0.3,4.2,"Sub_ 4160",15,14,"Richards Brad_2014-2015",2014,"2014-2015","Richards Brad","Brad ","Richards",2000000,2,6,12.5,18.5,99.5,1.5,565.5,6,12.5,18.5,99.5,1.5,565.5,-0.123611623082331,0.691110037002042
"2250",2249,24306,"Richards Brad","Richards","Brad","2015-16",35,"DET","CA","C","C",68,10,18,28,4,8,6,4,0,164,1006,1.5,1.3,2.8,2.4,1.5,0.3,4.1,"Sub_ 4160",15,15,"Richards Brad_2015-2016",2015,"2015-2016","Richards Brad","Brad ","Richards",3000000,3,3.333333333,6,9.333333333,54.66666667,1.333333333,335.3333333,3.333333333,6,9.333333333,54.66666667,1.333333333,335.3333333,0.337633244237542,0.225637314770546
"2251",2250,24313,"Richards Mike","Richards","Mike","2011-12",26,"LAK","CA","C","C",74,18,26,44,3,71,11,3,4,171,1398,3,2.2,5.2,4.4,3.9,0,8.3,"Sub_ 4161",11,7,"Richards Mike_2011-2012",2011,"2011-2012","Richards Mike","Mike ","Richards",6600000,6.6,2.727272727,3.939393939,6.666666667,25.90909091,0.454545455,211.8181818,2.727272727,3.939393939,6.666666667,25.90909091,0.454545455,211.8181818,1.99811476658909,1.05314437651543
"2252",2251,24314,"Richards Mike","Richards","Mike","2012-13",27,"LAK","CA","C","C",48,12,20,32,-8,42,6,6,0,82,785,2.7,0.6,3.3,4.1,1.1,0.5,5.6,"Sub_ 4161",11,8,"Richards Mike_2012-2013",2012,"2012-2013","Richards Mike","Mike ","Richards",4917073,4.917073,2.440476275,4.067460459,6.507936734,16.67658788,-1.626984183,159.647823,2.440476275,4.067460459,6.507936734,16.67658788,-1.626984183,159.647823,1.22187332576505,0.432514080206766
"2253",2252,24315,"Richards Mike","Richards","Mike","2013-14",28,"LAK","CA","C","C",82,11,30,41,-6,28,6,4,1,157,1392,2,1.5,3.5,2,2.7,-1.3,3.4,"Sub_ 4161",11,9,"Richards Mike_2013-2014",2013,"2013-2014","Richards Mike","Mike ","Richards",7600000,7.6,1.447368421,3.947368421,5.394736842,20.65789474,-0.789473684,183.1578947,1.447368421,3.947368421,5.394736842,20.65789474,-0.789473684,183.1578947,2.45935963390896,0.897986802438263
"2254",2253,24316,"Richards Mike","Richards","Mike","2014-15",29,"LAK","CA","C","C",53,5,11,16,-10,39,4,1,0,63,708,0.4,0.4,0.8,-0.5,1,-0.3,0.2,"Sub_ 4161",11,10,"Richards Mike_2014-2015",2014,"2014-2015","Richards Mike","Mike ","Richards",7000000,7,0.714285714,1.571428571,2.285714286,9,-1.428571429,101.1428571,0.714285714,1.571428571,2.285714286,9,-1.428571429,101.1428571,2.18261271351704,-0.394992981538117
"2255",2254,24317,"Richards Mike","Richards","Mike","2015-16",30,"WSH","CA","C","C",39,2,3,5,-2,8,2,0,0,46,475,-0.5,0.4,-0.1,-0.6,2.1,0,1.5,"Sub_ 4161",11,11,"Richards Mike_2015-2016",2015,"2015-2016","Richards Mike","Mike ","Richards",510752,0.510752,3.91579475,5.873692125,9.789486874,90.06327924,-3.91579475,930.0012531,3.91579475,5.873692125,9.789486874,90.06327924,-3.91579475,930.0012531,-0.810519619248719,-0.963904086487724
"2256",2255,24328,"Richardson Brad","Richardson","Brad","2011-12",26,"LAK","CA","RW","RW",59,5,3,8,-6,30,4,0,1,98,759,-0.7,0.9,0.2,-2.5,1.5,0,-1,"Sub_ 4164",11,7,"Richardson Brad_2011-2012",2011,"2011-2012","Richardson Brad","Brad ","Richardson",1000000,1,5,3,8,98,-6,759,5,3,8,98,-6,759,-0.584856490402205,-0.808746512410558
"2257",2256,24329,"Richardson Brad","Richardson","Brad","2012-13",27,"LAK","CA","RW","RW",16,1,5,6,2,10,1,0,0,27,174,0.3,0.3,0.6,0.9,0.6,0,1.4,"Sub_ 4164",11,8,"Richardson Brad_2012-2013",2012,"2012-2013","Richardson Brad","Brad ","Richardson",790244,0.790244,1.265431943,6.327159713,7.592591655,34.16666245,2.530863885,220.185158,1.265431943,6.327159713,7.592591655,34.16666245,2.530863885,220.185158,-0.681605368791752,-0.912184895128669
"2258",2257,24330,"Richardson Brad","Richardson","Brad","2013-14",28,"VAN","CA","RW","RW",73,11,12,23,1,39,8,1,2,85,1088,0.8,1.5,2.3,0.2,4.1,0,4.3,"Sub_ 4164",11,9,"Richardson Brad_2013-2014",2013,"2013-2014","Richardson Brad","Brad ","Richardson",1150000,1.15,9.565217391,10.43478261,20,73.91304348,0.869565217,946.0869565,9.565217391,10.43478261,20,73.91304348,0.869565217,946.0869565,-0.515669760304224,-0.0329586420247305
"2259",2258,24331,"Richardson Brad","Richardson","Brad","2014-15",29,"VAN","CA","RW/C","RW",45,8,13,21,0,34,7,0,1,66,651,1.5,0.7,2.1,2.5,2.8,0,5.3,"Sub_ 4164",11,10,"Richardson Brad_2014-2015",2014,"2014-2015","Richardson Brad","Brad ","Richardson",1150000,1.15,6.956521739,11.30434783,18.26086957,57.39130435,0,566.0869565,6.956521739,11.30434783,18.26086957,57.39130435,0,566.0869565,-0.515669760304224,-0.136397024742841
"2260",2259,24332,"Richardson Brad","Richardson","Brad","2015-16",30,"ARI","CA","RW","RW",82,11,20,31,8,46,11,0,0,117,1281,1.2,1.7,2.9,3,3.8,0,6.8,"Sub_ 4164",11,11,"Richardson Brad_2015-2016",2015,"2015-2016","Richardson Brad","Brad ","Richardson",1750000,1.75,6.285714286,11.42857143,17.71428571,66.85714286,4.571428571,732,6.285714286,11.42857143,17.71428571,66.85714286,4.571428571,732,-0.2389228399123,0.380794888847711
"2261",2260,24414,"Rieder Tobias","Rieder","Tobias","2014-15",22,"ARI","DE","RW/C","RW",72,13,8,21,-19,14,10,0,3,189,1217,0.4,0.9,1.3,-1.3,1.6,-0.3,0,"Sub_ 4176",2,1,"Rieder Tobias_2014-2015",2014,"2014-2015","Rieder Tobias","Tobias ","Rieder",925000,0.925,14.05405405,8.648648649,22.7027027,204.3243243,-20.54054054,1315.675676,14.05405405,8.648648649,22.7027027,204.3243243,-20.54054054,1315.675676,-0.619449855451196,-0.136397024742841
"2262",2261,24415,"Rieder Tobias","Rieder","Tobias","2015-16",23,"ARI","DE","RW","RW",82,14,23,37,-21,10,12,2,0,189,1419,1.8,0.6,2.5,2.1,0.9,0,3,"Sub_ 4176",2,2,"Rieder Tobias_2015-2016",2015,"2015-2016","Rieder Tobias","Tobias ","Rieder",925000,0.925,15.13513514,24.86486486,40,204.3243243,-22.7027027,1534.054054,15.13513514,24.86486486,40,204.3243243,-22.7027027,1534.054054,-0.619449855451196,0.691110037002042
"2263",2262,24416,"Rielly Morgan","Rielly","Morgan","2013-14",19,"TOR","","D","D",73,2,25,27,-14,12,1,1,0,96,1287,1.8,1.2,3,2.7,-0.8,0,1.9,"Sub_ 4177",3,1,"Rielly Morgan_2013-2014",2013,"2013-2014","Rielly Morgan","Morgan ","Rielly",925000,0.925,2.162162162,27.02702703,29.18918919,103.7837838,-15.13513514,1391.351351,2.162162162,27.02702703,29.18918919,103.7837838,-15.13513514,1391.351351,-0.619449855451196,0.17391812341149
"2264",2263,24417,"Rielly Morgan","Rielly","Morgan","2014-15",20,"TOR","CA","D","D",81,8,21,29,-16,14,7,1,0,148,1647,2.2,2.3,4.5,4.3,0.3,0,4.6,"Sub_ 4177",3,2,"Rielly Morgan_2014-2015",2014,"2014-2015","Rielly Morgan","Morgan ","Rielly",1137500,1.1375,7.032967033,18.46153846,25.49450549,130.1098901,-14.06593407,1447.912088,7.032967033,18.46153846,25.49450549,130.1098901,-14.06593407,1447.912088,-0.521435321145722,0.277356506129601
"2265",2264,24418,"Rielly Morgan","Rielly","Morgan","2015-16",21,"TOR","CA","D","D",82,9,27,36,-17,28,6,2,1,167,1905,2.6,3,5.6,3.9,3.8,0,7.7,"Sub_ 4177",3,3,"Rielly Morgan_2015-2016",2015,"2015-2016","Rielly Morgan","Morgan ","Rielly",832500,0.8325,10.81081081,32.43243243,43.24324324,200.6006006,-20.42042042,2288.288288,10.81081081,32.43243243,43.24324324,200.6006006,-20.42042042,2288.288288,-0.662115005678284,0.639390845642987
"2266",2265,24425,"Rinaldo Zac","Rinaldo","Zac","2011-12",21,"PHI","CA","C","C",66,2,7,9,-1,232,2,0,0,54,494,-0.2,0.4,0.2,-1.3,0.8,0,-0.6,"Sub_ 4180",5,1,"Rinaldo Zac_2011-2012",2011,"2011-2012","Rinaldo Zac","Zac ","Rinaldo",560000,0.56,3.571428571,12.5,16.07142857,96.42857143,-1.785714286,882.1428571,3.571428571,12.5,16.07142857,96.42857143,-1.785714286,882.1428571,-0.787804232022949,-0.757027321051503
"2267",2266,24426,"Rinaldo Zac","Rinaldo","Zac","2012-13",22,"PHI","CA","C","C",32,3,2,5,-7,85,3,0,0,15,268,0.2,0,0.2,-0.2,-0.2,0,-0.3,"Sub_ 4180",5,2,"Rinaldo Zac_2012-2013",2012,"2012-2013","Rinaldo Zac","Zac ","Rinaldo",307317,0.307317,9.761907086,6.507938057,16.26984514,48.80953543,-22.7777832,872.0636997,9.761907086,6.507938057,16.26984514,48.80953543,-22.7777832,872.0636997,-0.904352968831937,-0.963904086487724
"2268",2267,24427,"Rinaldo Zac","Rinaldo","Zac","2013-14",23,"PHI","CA","C","C",67,2,2,4,-13,153,2,0,0,54,516,-0.8,0,-0.8,-2.7,0.1,0,-2.5,"Sub_ 4180",5,3,"Rinaldo Zac_2013-2014",2013,"2013-2014","Rinaldo Zac","Zac ","Rinaldo",750000,0.75,2.666666667,2.666666667,5.333333333,72,-17.33333333,688,2.666666667,2.666666667,5.333333333,72,-17.33333333,688,-0.700167707232173,-1.01562327784678
"2269",2268,24428,"Rinaldo Zac","Rinaldo","Zac","2014-15",24,"PHI","CA","C/LW","C",58,1,5,6,-9,102,1,0,0,45,517,-0.7,0.2,-0.5,-2.3,0.4,0,-1.9,"Sub_ 4180",5,4,"Rinaldo Zac_2014-2015",2014,"2014-2015","Rinaldo Zac","Zac ","Rinaldo",750000,0.75,1.333333333,6.666666667,8,60,-12,689.3333333,1.333333333,6.666666667,8,60,-12,689.3333333,-0.700167707232173,-0.912184895128669
"2270",2269,24445,"Rissanen Rasmus","Rissanen","Rasmus","2014-15",23,"CAR","FI","D","D",6,0,0,0,-5,4,0,0,0,3,90,-0.1,-0.2,-0.3,-0.4,0.2,0,-0.1,"Sub_ 4184",1,1,"Rissanen Rasmus_2014-2015",2014,"2014-2015","Rissanen Rasmus","Rasmus ","Rissanen",126747,0.126747,0,0,0,23.66919927,-39.44866545,710.0759781,0,0,0,23.66919927,-39.44866545,710.0759781,-0.987639954523887,-1.222500043283
"2271",2270,24460,"Ristolainen Rasmus","Ristolainen","Rasmus","2014-15",20,"BUF","FI","D","D",78,8,12,20,-32,26,4,4,0,121,1608,1.1,1.5,2.6,0.1,-1.9,0,-1.8,"Sub_ 4187",3,2,"Ristolainen Rasmus_2014-2015",2014,"2014-2015","Ristolainen Rasmus","Rasmus ","Ristolainen",1137500,1.1375,7.032967033,10.54945055,17.58241758,106.3736264,-28.13186813,1413.626374,7.032967033,10.54945055,17.58241758,106.3736264,-28.13186813,1413.626374,-0.521435321145722,-0.188116216101896
"2272",2271,24461,"Ristolainen Rasmus","Ristolainen","Rasmus","2015-16",21,"BUF","FI","D","D",82,9,32,41,-21,33,5,4,0,202,2073,3.2,3.5,6.7,5.1,3.2,0,8.3,"Sub_ 4187",3,3,"Ristolainen Rasmus_2015-2016",2015,"2015-2016","Ristolainen Rasmus","Rasmus ","Ristolainen",925000,0.925,9.72972973,34.59459459,44.32432432,218.3783784,-22.7027027,2241.081081,9.72972973,34.59459459,44.32432432,218.3783784,-22.7027027,2241.081081,-0.619449855451196,0.897986802438263
"2273",2272,24469,"Ritchie Brett","Ritchie","Brett","2015-16",22,"DAL","CA","RW","RW",8,0,1,1,-3,7,0,0,0,15,93,-0.1,0,-0.2,-0.6,-0.2,0,-0.8,"Sub_ 4190",2,2,"Ritchie Brett_2015-2016",2015,"2015-2016","Ritchie Brett","Brett ","Ritchie",832500,0.8325,0,1.201201201,1.201201201,18.01801802,-3.603603604,111.7117117,0,1.201201201,1.201201201,18.01801802,-3.603603604,111.7117117,-0.662115005678284,-1.17078085192394
"2274",2273,24516,"Robak Colby","Robak","Colby","2011-12",21,"FLA","CA","D","D",3,0,0,0,1,0,0,0,0,1,38,0,0.2,0.1,-0.3,0.4,0,0.1,"Sub_ 4201",4,1,"Robak Colby_2011-2012",2011,"2011-2012","Robak Colby","Colby ","Robak",787500,0.7875,0,0,0,1.26984127,1.26984127,48.25396825,0,0,0,1.26984127,1.26984127,48.25396825,-0.682871024707678,-1.222500043283
"2275",2274,24518,"Robak Colby","Robak","Colby","2013-14",23,"FLA","CA","D","D",16,0,2,2,-4,6,0,0,0,15,297,-0.1,0.3,0.1,-0.4,0,0,-0.4,"Sub_ 4201",4,3,"Robak Colby_2013-2014",2013,"2013-2014","Robak Colby","Colby ","Robak",650000,0.65,0,3.076923077,3.076923077,23.07692308,-6.153846154,456.9230769,0,3.076923077,3.076923077,23.07692308,-6.153846154,456.9230769,-0.746292193964161,-1.11906166056489
"2276",2275,24635,"Robidas Stephane","Robidas","Stephane","2011-12",34,"DAL","CA","D","D",75,5,17,22,-5,48,3,2,0,75,1707,1,3.1,4,0.4,2.2,0,2.6,"Sub_ 4215",15,12,"Robidas Stephane_2011-2012",2011,"2011-2012","Robidas Stephane","Stephane ","Robidas",3550000,3.55,1.408450704,4.788732394,6.197183099,21.12676056,-1.408450704,480.8450704,1.408450704,4.788732394,6.197183099,21.12676056,-1.408450704,480.8450704,0.591317921263473,-0.0846778333837857
"2277",2276,24636,"Robidas Stephane","Robidas","Stephane","2012-13",35,"DAL","CA","D","D",48,1,12,13,2,56,1,0,0,46,1067,0.3,2.2,2.5,-0.4,2.4,0,2,"Sub_ 4215",15,13,"Robidas Stephane_2012-2013",2012,"2012-2013","Robidas Stephane","Stephane ","Robidas",2078049,2.078049,0.481220606,5.774647277,6.255867884,22.1361479,0.962441213,513.4623871,0.481220606,5.774647277,6.255867884,22.1361479,0.962441213,513.4623871,-0.0876119224328826,-0.550150555615282
"2278",2277,24637,"Robidas Stephane","Robidas","Stephane","2013-14",36,"TOT","CA","D","D",38,5,5,10,10,20,4,1,0,56,767,0.7,2.1,2.9,0.8,2.8,0,3.6,"Sub_ 4215",15,14,"Robidas Stephane_2013-2014",2013,"2013-2014","Robidas Stephane","Stephane ","Robidas",2850000,2.85,1.754385965,1.754385965,3.50877193,19.64912281,3.50877193,269.122807,1.754385965,1.754385965,3.50877193,19.64912281,3.50877193,269.122807,0.268446514139561,-0.705308129692448
"2279",2278,24638,"Robidas Stephane","Robidas","Stephane","2014-15",37,"TOR","CA","D","D",52,1,6,7,8,34,1,0,0,34,888,-0.2,2.7,2.5,-0.3,3.4,0,3.2,"Sub_ 4215",15,15,"Robidas Stephane_2014-2015",2014,"2014-2015","Robidas Stephane","Stephane ","Robidas",4000000,4,0.25,1.5,1.75,8.5,2,222,0.25,1.5,1.75,8.5,2,222,0.798878111557416,-0.860465703769614
"2280",2279,24643,"Robinson Buddy","Robinson","Buddy","2015-16",24,"OTT","US","RW","RW",3,1,1,2,2,4,1,0,0,5,26,0.3,0.1,0.4,0.5,0.3,0,0.8,"Sub_ 4218",1,1,"Robinson Buddy_2015-2016",2015,"2015-2016","Robinson Buddy","Buddy ","Robinson",123832,0.123832,8.075457071,8.075457071,16.15091414,40.37728535,16.15091414,209.9618838,8.075457071,8.075457071,16.15091414,40.37728535,16.15091414,209.9618838,-0.988984483312124,-1.11906166056489
"2281",2280,24747,"Rodrigues Evan","Rodrigues","Evan","2015-16",22,"BUF","CA","C","C",2,1,1,2,2,0,1,0,0,8,24,0.3,0.1,0.4,0.7,0.3,0,0.9,"Sub_ 4235",1,1,"Rodrigues Evan_2015-2016",2015,"2015-2016","Rodrigues Evan","Evan ","Rodrigues",104596,0.104596,9.560595051,9.560595051,19.1211901,76.48476041,19.1211901,229.4542812,9.560595051,9.560595051,19.1211901,76.48476041,19.1211901,229.4542812,-0.997856989579889,-1.11906166056489
"2282",2281,24942,"Roussel Antoine","Roussel","Antoine","2012-13",23,"DAL","FR","C","C",39,7,7,14,3,85,7,0,0,46,367,1.3,0.5,1.8,2.3,1.1,0,3.4,"Sub_ 4268",4,1,"Roussel Antoine_2012-2013",2012,"2012-2013","Roussel Antoine","Antoine ","Roussel",401220,0.40122,17.4467873,17.4467873,34.8935746,114.6503165,7.477194557,914.7101341,17.4467873,17.4467873,34.8935746,114.6503165,7.477194557,914.7101341,-0.861040692055999,-0.498431364256227
"2283",2282,24943,"Roussel Antoine","Roussel","Antoine","2013-14",24,"DAL","FR","LW","LW",81,14,15,29,-1,209,14,0,0,113,1080,1.8,1,2.9,3.9,2.8,0,6.7,"Sub_ 4268",4,2,"Roussel Antoine_2013-2014",2013,"2013-2014","Roussel Antoine","Antoine ","Roussel",625000,0.625,22.4,24,46.4,180.8,-1.6,1728,22.4,24,46.4,180.8,-1.6,1728,-0.757823315647158,0.277356506129601
"2284",2283,24944,"Roussel Antoine","Roussel","Antoine","2014-15",25,"DAL","FR","LW","LW",80,13,12,25,-20,148,13,0,0,113,1162,1.1,0.1,1.2,1.4,1.3,0.6,3.4,"Sub_ 4268",4,3,"Roussel Antoine_2014-2015",2014,"2014-2015","Roussel Antoine","Antoine ","Roussel",1600000,1.6,8.125,7.5,15.625,70.625,-12.5,726.25,8.125,7.5,15.625,70.625,-12.5,726.25,-0.308109570010281,0.0704797406933799
"2285",2284,24945,"Roussel Antoine","Roussel","Antoine","2015-16",26,"DAL","FR","LW","LW",80,13,16,29,11,123,13,0,0,111,1109,1.7,1.4,3.2,4.5,3.4,0,7.9,"Sub_ 4268",4,4,"Roussel Antoine_2015-2016",2015,"2015-2016","Roussel Antoine","Antoine ","Roussel",1800000,1.8,7.222222222,8.888888889,16.11111111,61.66666667,6.111111111,616.1111111,7.222222222,8.888888889,16.11111111,61.66666667,6.111111111,616.1111111,-0.215860596546306,0.277356506129601
"2286",2285,24975,"Roy Derek","Roy","Derek","2011-12",28,"BUF","CA","C","C",80,17,27,44,-7,54,10,6,1,176,1546,2.5,1.3,3.8,2.8,2.3,0.3,5.4,"Sub_ 4273",11,8,"Roy Derek_2011-2012",2011,"2011-2012","Roy Derek","Derek ","Roy",4500000,4.5,3.777777778,6,9.777777778,39.11111111,-1.555555556,343.5555556,3.777777778,6,9.777777778,39.11111111,-1.555555556,343.5555556,1.02950054521735,1.05314437651543
"2287",2286,24976,"Roy Derek","Roy","Derek","2012-13",29,"TOT","CA","C","C",42,7,21,28,4,6,5,2,0,85,781,1.7,1,2.7,3.7,1.6,-0.6,4.7,"Sub_ 4273",11,9,"Roy Derek_2012-2013",2012,"2012-2013","Roy Derek","Derek ","Roy",3219512,3.219512,2.174242556,6.522727668,8.696970224,26.40151675,1.242424318,242.583348,2.174242556,6.522727668,8.696970224,26.40151675,1.242424318,242.583348,0.438882027552662,0.225637314770546
"2288",2287,24977,"Roy Derek","Roy","Derek","2013-14",30,"STL","CA","C","C",75,9,28,37,-1,30,5,4,0,114,1022,2.3,1.2,3.4,4.2,1,0.3,5.5,"Sub_ 4273",11,10,"Roy Derek_2013-2014",2013,"2013-2014","Roy Derek","Derek ","Roy",4000000,4,2.25,7,9.25,28.5,-0.25,255.5,2.25,7,9.25,28.5,-0.25,255.5,0.798878111557416,0.691110037002042
"2289",2288,24978,"Roy Derek","Roy","Derek","2014-15",31,"EDM","CA","C","C",72,12,20,32,-13,24,8,4,0,113,1128,1.9,0.8,2.6,2.3,1.6,-1.1,2.8,"Sub_ 4273",11,11,"Roy Derek_2014-2015",2014,"2014-2015","Roy Derek","Derek ","Roy",559139,0.559139,21.46156859,35.76928098,57.23084957,202.0964376,-23.25003264,2017.387447,21.46156859,35.76928098,57.23084957,202.0964376,-23.25003264,2017.387447,-0.788201363853712,0.432514080206766
"2290",2289,25002,"Rozsival Michal","Rozsival","Michal","2011-12",33,"PHX","CS","D","D",54,1,12,13,8,34,1,0,0,49,1044,0.3,2.9,3.2,1.1,2.9,0,4.1,"Sub_ 4279",15,11,"Rozsival Michal_2011-2012",2011,"2011-2012","Rozsival Michal","Michal ","Rozsival",3000000,3,0.333333333,4,4.333333333,16.33333333,2.666666667,348,0.333333333,4,4.333333333,16.33333333,2.666666667,348,0.337633244237542,-0.550150555615282
"2291",2290,25003,"Rozsival Michal","Rozsival","Michal","2012-13",34,"CHI","CS","D","D",27,0,12,12,18,14,0,0,0,13,489,0.8,2.4,3.2,2.3,3.2,0.2,5.8,"Sub_ 4279",15,12,"Rozsival Michal_2012-2013",2012,"2012-2013","Rozsival Michal","Michal ","Rozsival",1170732,1.170732,0,10.24999744,10.24999744,11.10416389,15.37499616,417.6873956,0,10.24999744,10.24999744,11.10416389,15.37499616,417.6873956,-0.506107231714948,-0.601869746974338
"2292",2291,25004,"Rozsival Michal","Rozsival","Michal","2013-14",35,"CHI","CS","D","D",42,1,7,8,7,32,1,0,0,39,699,0.1,1.7,1.8,0.1,2.3,0,2.3,"Sub_ 4279",15,13,"Rozsival Michal_2013-2014",2013,"2013-2014","Rozsival Michal","Michal ","Rozsival",2650000,2.65,0.377358491,2.641509434,3.018867925,14.71698113,2.641509434,263.7735849,0.377358491,2.641509434,3.018867925,14.71698113,2.641509434,263.7735849,0.176197540675586,-0.808746512410558
"2293",2292,25005,"Rozsival Michal","Rozsival","Michal","2014-15",36,"CHI","CZ","D","D",65,1,12,13,0,22,1,0,0,56,1106,0.2,2.5,2.7,-0.1,2.8,0,2.7,"Sub_ 4279",15,14,"Rozsival Michal_2014-2015",2014,"2014-2015","Rozsival Michal","Michal ","Rozsival",1750000,1.75,0.571428571,6.857142857,7.428571429,32,0,632,0.571428571,6.857142857,7.428571429,32,0,632,-0.2389228399123,-0.550150555615282
"2294",2293,25006,"Rozsival Michal","Rozsival","Michal","2015-16",37,"CHI","CS","D","D",51,1,12,13,3,33,1,0,0,41,824,0.5,2,2.5,0.9,1.9,0,2.8,"Sub_ 4279",15,15,"Rozsival Michal_2015-2016",2015,"2015-2016","Rozsival Michal","Michal ","Rozsival",600000,0.6,1.666666667,20,21.66666667,68.33333333,5,1373.333333,1.666666667,20,21.66666667,68.33333333,5,1373.333333,-0.769354437330155,-0.550150555615282
"2295",2294,25057,"Ruhwedel Chad","Ruhwedel","Chad","2015-16",25,"BUF","US","D","D",1,0,0,0,0,2,0,0,0,1,16,0,0,0,0,0,0,0,"Sub_ 4286",4,4,"Ruhwedel Chad_2015-2016",2015,"2015-2016","Ruhwedel Chad","Chad ","Ruhwedel",675000,0.675,0,0,0,1.481481481,0,23.7037037,0,0,0,1.481481481,0,23.7037037,-0.734761072281164,-1.222500043283
"2296",2295,25066,"Rundblad David","Rundblad","David","2011-12",21,"TOT","SE","D","D",30,1,6,7,-12,6,1,0,0,34,450,0.4,-0.3,0.1,0.1,-1.6,-0.3,-1.8,"Sub_ 4288",5,1,"Rundblad David_2011-2012",2011,"2011-2012","Rundblad David","David ","Rundblad",90000,0.09,11.11111111,66.66666667,77.77777778,377.7777778,-133.3333333,5000,11.11111111,66.66666667,77.77777778,377.7777778,-133.3333333,5000,-1.00458931966329,-0.860465703769614
