"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"1494",1493,14660,"Krejci David","Krejci","David","2012-13",26,"BOS","CS","C","C",47,10,23,33,1,20,10,0,0,93,870,2.4,1,3.4,3.5,0.8,-0.3,4,"Sub_ 2530",10,7,"Krejci David_2012-2013",2012,"2012-2013","Krejci David","David ","Krejci",3073171,3.073171,3.25396797,7.484126331,10.7380943,30.26190212,0.325396797,283.0952134,3.25396797,7.484126331,10.7380943,30.26190212,0.325396797,283.0952134,0.371382992424205,0.484233271565821
"1495",1494,14661,"Krejci David","Krejci","David","2013-14",27,"BOS","CS","C","C",80,19,50,69,39,28,16,3,0,169,1530,5.6,3,8.6,11.7,4.5,-1.4,14.8,"Sub_ 2530",10,8,"Krejci David_2013-2014",2013,"2013-2014","Krejci David","David ","Krejci",5250000,5.25,3.619047619,9.523809524,13.14285714,32.19047619,7.428571429,291.4285714,3.619047619,9.523809524,13.14285714,32.19047619,7.428571429,291.4285714,1.37543419570726,2.34612416049181
"1496",1495,14662,"Krejci David","Krejci","David","2014-15",28,"BOS","CZ","C","C",47,7,24,31,7,22,5,1,1,70,854,1.9,1.2,3.1,3.2,2,-0.4,4.8,"Sub_ 2530",10,9,"Krejci David_2014-2015",2014,"2014-2015","Krejci David","David ","Krejci",5250000,5.25,1.333333333,4.571428571,5.904761905,13.33333333,1.333333333,162.6666667,1.333333333,4.571428571,5.904761905,13.33333333,1.333333333,162.6666667,1.37543419570726,0.380794888847711
"1497",1496,14663,"Krejci David","Krejci","David","2015-16",29,"BOS","CS","C","C",72,17,46,63,4,32,13,4,0,143,1462,4.9,1.7,6.6,10.2,2.7,0.2,13.2,"Sub_ 2530",10,10,"Krejci David_2015-2016",2015,"2015-2016","Krejci David","David ","Krejci",7250000,7.25,2.344827586,6.344827586,8.689655172,19.72413793,0.551724138,201.6551724,2.344827586,6.344827586,8.689655172,19.72413793,0.551724138,201.6551724,2.29792393034701,2.03580901233748
"1498",1497,14719,"Kronwall Niklas","Kronwall","Niklas","2011-12",31,"DET","SE","D","D",82,15,21,36,-2,38,8,7,0,141,1875,3.5,3.3,6.7,6.2,3.7,0,9.9,"Sub_ 2539",12,8,"Kronwall Niklas_2011-2012",2011,"2011-2012","Kronwall Niklas","Niklas ","Kronwall",3750000,3.75,4,5.6,9.6,37.6,-0.533333333,500,4,5.6,9.6,37.6,-0.533333333,500,0.683566894727447,0.639390845642987
"1499",1498,14720,"Kronwall Niklas","Kronwall","Niklas","2012-13",32,"DET","SE","D","D",48,5,24,29,-5,44,3,2,0,67,1169,2.4,2.4,4.8,3.8,2.4,0,6.2,"Sub_ 2539",12,9,"Kronwall Niklas_2012-2013",2012,"2012-2013","Kronwall Niklas","Niklas ","Kronwall",4500000,4.5,1.111111111,5.333333333,6.444444444,14.88888889,-1.111111111,259.7777778,1.111111111,5.333333333,6.444444444,14.88888889,-1.111111111,259.7777778,1.02950054521735,0.277356506129601
"1500",1499,14721,"Kronwall Niklas","Kronwall","Niklas","2013-14",33,"DET","SE","D","D",79,8,41,49,0,44,3,5,0,110,1921,4.1,4,8.1,6.9,4.4,0,11.3,"Sub_ 2539",12,10,"Kronwall Niklas_2013-2014",2013,"2013-2014","Kronwall Niklas","Niklas ","Kronwall",6000000,6,1.333333333,6.833333333,8.166666667,18.33333333,0,320.1666667,1.333333333,6.833333333,8.166666667,18.33333333,0,320.1666667,1.72136784619716,1.3117403333107
"1501",1500,14722,"Kronwall Niklas","Kronwall","Niklas","2014-15",34,"DET","SE","D","D",80,9,35,44,-4,40,6,3,0,101,1907,3.6,3.6,7.2,6.3,4.8,-0.5,10.5,"Sub_ 2539",12,11,"Kronwall Niklas_2014-2015",2014,"2014-2015","Kronwall Niklas","Niklas ","Kronwall",6000000,6,1.5,5.833333333,7.333333333,16.83333333,-0.666666667,317.8333333,1.5,5.833333333,7.333333333,16.83333333,-0.666666667,317.8333333,1.72136784619716,1.05314437651543
"1502",1501,14723,"Kronwall Niklas","Kronwall","Niklas","2015-16",35,"DET","SE","D","D",64,3,23,26,-21,30,3,0,0,61,1409,1.5,1.5,3.1,2,0.1,0,2.1,"Sub_ 2539",12,12,"Kronwall Niklas_2015-2016",2015,"2015-2016","Kronwall Niklas","Niklas ","Kronwall",6000000,6,0.5,3.833333333,4.333333333,10.16666667,-3.5,234.8333333,0.5,3.833333333,4.333333333,10.16666667,-3.5,234.8333333,1.72136784619716,0.122198932052435
"1503",1502,14734,"Krug Torey","Krug","Torey","2011-12",20,"BOS","US","D","D",2,0,1,1,0,0,0,0,0,3,34,0.1,0.1,0.1,0.2,0,0,0.2,"Sub_ 2543",5,1,"Krug Torey_2011-2012",2011,"2011-2012","Krug Torey","Torey ","Krug",817115,0.817115,0,1.223817945,1.223817945,3.671453835,0,41.60981012,0,1.223817945,1.223817945,3.671453835,0,41.60981012,-0.669211257962,-1.17078085192394
"1504",1503,14735,"Krug Torey","Krug","Torey","2012-13",21,"BOS","US","D","D",1,0,1,1,-1,0,0,0,0,0,16,0.1,-0.1,0,0,-0.2,0,-0.1,"Sub_ 2543",5,2,"Krug Torey_2012-2013",2012,"2012-2013","Krug Torey","Torey ","Krug",925000,0.925,0,1.081081081,1.081081081,0,-1.081081081,17.2972973,0,1.081081081,1.081081081,0,-1.081081081,17.2972973,-0.619449855451196,-1.17078085192394
"1505",1504,14736,"Krug Torey","Krug","Torey","2013-14",22,"BOS","US","D","D",79,14,26,40,18,28,8,6,0,183,1383,4.4,3.7,8.1,8.8,2.8,0,11.6,"Sub_ 2543",5,3,"Krug Torey_2013-2014",2013,"2013-2014","Krug Torey","Torey ","Krug",925000,0.925,15.13513514,28.10810811,43.24324324,197.8378378,19.45945946,1495.135135,15.13513514,28.10810811,43.24324324,197.8378378,19.45945946,1495.135135,-0.619449855451196,0.846267611079208
"1506",1505,14737,"Krug Torey","Krug","Torey","2014-15",23,"BOS","US","D","D",78,12,27,39,13,20,10,2,0,205,1528,3.9,4.3,8.2,6.9,3.8,-0.7,10,"Sub_ 2543",5,4,"Krug Torey_2014-2015",2014,"2014-2015","Krug Torey","Torey ","Krug",1400000,1.4,8.571428571,19.28571429,27.85714286,146.4285714,9.285714286,1091.428571,8.571428571,19.28571429,27.85714286,146.4285714,9.285714286,1091.428571,-0.400358543474256,0.794548419720153
"1507",1506,14738,"Krug Torey","Krug","Torey","2015-16",24,"BOS","US","D","D",81,4,40,44,9,33,3,1,0,244,1751,3.2,3.9,7.2,6.5,2.3,0.2,9,"Sub_ 2543",5,5,"Krug Torey_2015-2016",2015,"2015-2016","Krug Torey","Torey ","Krug",3400000,3.4,1.176470588,11.76470588,12.94117647,71.76470588,2.647058824,515,1.176470588,11.76470588,12.94117647,71.76470588,2.647058824,515,0.522131191165492,1.05314437651543
"1508",1507,14740,"Kruger Marcus","Kruger","Marcus","2011-12",21,"CHI","SE","C","C",71,9,17,26,11,22,9,0,0,89,1093,0.8,1.4,2.2,1.8,3,-0.3,4.6,"Sub_ 2544",6,2,"Kruger Marcus_2011-2012",2011,"2011-2012","Kruger Marcus","Marcus ","Kruger",715000,0.715,12.58741259,23.77622378,36.36363636,124.4755245,15.38461538,1528.671329,12.58741259,23.77622378,36.36363636,124.4755245,15.38461538,1528.671329,-0.716311277588369,0.122198932052435
"1509",1508,14741,"Kruger Marcus","Kruger","Marcus","2012-13",22,"CHI","SE","C","C",47,4,9,13,3,24,4,0,0,50,666,0.1,0.7,0.8,0.4,2.9,0,3.4,"Sub_ 2544",6,3,"Kruger Marcus_2012-2013",2012,"2012-2013","Kruger Marcus","Marcus ","Kruger",900000,0.9,4.444444444,10,14.44444444,55.55555556,3.333333333,740,4.444444444,10,14.44444444,55.55555556,3.333333333,740,-0.630980977134193,-0.550150555615282
"1510",1509,14742,"Kruger Marcus","Kruger","Marcus","2013-14",23,"CHI","SE","C","C",81,8,20,28,6,36,8,0,0,96,1124,0.9,1.1,2,3.5,4.4,-0.6,7.3,"Sub_ 2544",6,4,"Kruger Marcus_2013-2014",2013,"2013-2014","Kruger Marcus","Marcus ","Kruger",1250000,1.25,6.4,16,22.4,76.8,4.8,899.2,6.4,16,22.4,76.8,4.8,899.2,-0.469545273572237,0.225637314770546
"1511",1510,14743,"Kruger Marcus","Kruger","Marcus","2014-15",24,"CHI","SE","C","C",81,7,10,17,-5,32,7,0,0,126,1060,-0.3,1.1,0.8,0.1,2.9,0,3,"Sub_ 2544",6,5,"Kruger Marcus_2014-2015",2014,"2014-2015","Kruger Marcus","Marcus ","Kruger",1400000,1.4,5,7.142857143,12.14285714,90,-3.571428571,757.1428571,5,7.142857143,12.14285714,90,-3.571428571,757.1428571,-0.400358543474256,-0.343273790179062
"1512",1511,14744,"Kruger Marcus","Kruger","Marcus","2015-16",25,"CHI","SE","C","C",41,0,4,4,-5,24,0,0,0,50,554,-1.1,0.4,-0.7,-2,0.8,0,-1.2,"Sub_ 2544",6,6,"Kruger Marcus_2015-2016",2015,"2015-2016","Kruger Marcus","Marcus ","Kruger",1500000,1.5,0,2.666666667,2.666666667,33.33333333,-3.333333333,369.3333333,0,2.666666667,2.666666667,33.33333333,-3.333333333,369.3333333,-0.354234056742268,-1.01562327784678
"1513",1512,14842,"Kucherov Nikita","Kucherov","Nikita","2013-14",20,"TBL","","RW","RW",52,9,9,18,3,14,6,3,0,102,682,1.1,0.8,1.9,2.3,1.2,0.4,3.9,"Sub_ 2557",3,1,"Kucherov Nikita_2013-2014",2013,"2013-2014","Kucherov Nikita","Nikita ","Kucherov",692500,0.6925,12.99638989,12.99638989,25.99277978,147.2924188,4.332129964,984.8375451,12.99638989,12.99638989,25.99277978,147.2924188,4.332129964,984.8375451,-0.726689287103066,-0.291554598820006
"1514",1513,14843,"Kucherov Nikita","Kucherov","Nikita","2014-15",21,"TBL","RU","RW","RW",82,29,36,65,38,37,27,2,0,191,1226,7.2,2.7,9.9,12.4,4.9,0.4,17.7,"Sub_ 2557",3,2,"Kucherov Nikita_2014-2015",2014,"2014-2015","Kucherov Nikita","Nikita ","Kucherov",875000,0.875,33.14285714,41.14285714,74.28571429,218.2857143,43.42857143,1401.142857,33.14285714,41.14285714,74.28571429,218.2857143,43.42857143,1401.142857,-0.642512098817189,2.13924739505559
"1515",1514,14844,"Kucherov Nikita","Kucherov","Nikita","2015-16",22,"TBL","RU","RW","RW",77,30,36,66,9,30,21,9,0,209,1402,7.2,2,9.2,13.5,2.2,-0.9,14.8,"Sub_ 2557",3,3,"Kucherov Nikita_2015-2016",2015,"2015-2016","Kucherov Nikita","Nikita ","Kucherov",700000,0.7,42.85714286,51.42857143,94.28571429,298.5714286,12.85714286,2002.857143,42.85714286,51.42857143,94.28571429,298.5714286,12.85714286,2002.857143,-0.723229950598167,2.19096658641464
"1516",1515,14858,"Kuhnhackl Tom","Kuhnhackl","Tom","2015-16",24,"PIT","DE","RW","RW",42,5,10,15,3,24,3,0,2,52,512,0.8,0.6,1.5,1.6,1.5,0,3,"Sub_ 2561",1,1,"Kuhnhackl Tom_2015-2016",2015,"2015-2016","Kuhnhackl Tom","Tom ","Kuhnhackl",575000,0.575,8.695652174,17.39130435,26.08695652,90.43478261,5.217391304,890.4347826,8.695652174,17.39130435,26.08695652,90.43478261,5.217391304,890.4347826,-0.780885559013151,-0.446712172897172
"1517",1516,14859,"Kukan Dean","Kukan","Dean","2015-16",22,"CBJ","","D","D",8,0,0,0,9,0,0,0,0,3,139,-0.2,1,0.9,-0.6,1.6,0,1,"Sub_ 2562",1,1,"Kukan Dean_2015-2016",2015,"2015-2016","Kukan Dean","Dean ","Kukan",141430,0.14143,0,0,0,21.21190695,63.63572085,982.8183554,0,0,0,21.21190695,63.63572085,982.8183554,-0.980867496137029,-1.222500043283
"1518",1517,14864,"Kulak Brett","Kulak","Brett","2014-15",21,"CGY","CA","D","D",1,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,"Sub_ 2564",2,1,"Kulak Brett_2014-2015",2014,"2014-2015","Kulak Brett","Brett ","Kulak",90913,0.090913,0,0,0,0,0,219.9905404,0,0,0,0,0,219.9905404,-1.00416820309943,-1.222500043283
"1519",1518,14865,"Kulak Brett","Kulak","Brett","2015-16",22,"CGY","CA","D","D",8,0,0,0,-2,0,0,0,0,9,99,-0.1,0,-0.1,-0.3,-0.1,0,-0.4,"Sub_ 2564",2,2,"Kulak Brett_2015-2016",2015,"2015-2016","Kulak Brett","Brett ","Kulak",135638,0.135638,0,0,0,66.35308689,-14.74513042,729.8839558,0,0,0,66.35308689,-14.74513042,729.8839558,-0.983539026408546,-1.222500043283
"1520",1519,14876,"Kulemin Nikolai","Kulemin","Nikolai","2011-12",25,"TOR","SU","LW","LW",70,7,21,28,2,6,6,1,0,107,1066,0.9,1.1,2,1.5,2.4,-0.3,3.7,"Sub_ 2567",7,4,"Kulemin Nikolai_2011-2012",2011,"2011-2012","Kulemin Nikolai","Nikolai ","Kulemin",2200000,2.2,3.181818182,9.545454545,12.72727273,48.63636364,0.909090909,484.5454545,3.181818182,9.545454545,12.72727273,48.63636364,0.909090909,484.5454545,-0.0313626496183567,0.225637314770546
"1521",1520,14877,"Kulemin Nikolai","Kulemin","Nikolai","2012-13",26,"TOR","SU","LW","LW",48,7,16,23,-5,22,7,0,0,72,803,1.1,0.5,1.6,1.3,3,-0.6,3.7,"Sub_ 2567",7,5,"Kulemin Nikolai_2012-2013",2012,"2012-2013","Kulemin Nikolai","Nikolai ","Kulemin",2600000,2.6,2.692307692,6.153846154,8.846153846,27.69230769,-1.923076923,308.8461538,2.692307692,6.153846154,8.846153846,27.69230769,-1.923076923,308.8461538,0.153135297309593,-0.0329586420247305
"1522",1521,14878,"Kulemin Nikolai","Kulemin","Nikolai","2013-14",27,"TOR","SU","LW","LW",70,9,11,20,-4,24,9,0,0,81,1136,0.2,0.9,1.1,0.9,1.4,0,2.3,"Sub_ 2567",7,6,"Kulemin Nikolai_2013-2014",2013,"2013-2014","Kulemin Nikolai","Nikolai ","Kulemin",3000000,3,3,3.666666667,6.666666667,27,-1.333333333,378.6666667,3,3.666666667,6.666666667,27,-1.333333333,378.6666667,0.337633244237542,-0.188116216101896
"1523",1522,14879,"Kulemin Nikolai","Kulemin","Nikolai","2015-16",29,"NYI","SU","LW","LW",81,9,13,22,13,22,9,0,0,92,1139,0.3,1.8,2.1,0.4,5.1,0,5.5,"Sub_ 2567",7,7,"Kulemin Nikolai_2015-2016",2015,"2015-2016","Kulemin Nikolai","Nikolai ","Kulemin",4250000,4.25,2.117647059,3.058823529,5.176470588,21.64705882,3.058823529,268,2.117647059,3.058823529,5.176470588,21.64705882,3.058823529,268,0.914189328387384,-0.0846778333837857
"1524",1523,14884,"Kulikov Dmitry","Kulikov","Dmitry","2011-12",21,"FLA","SU","D","D",58,4,24,28,-5,36,2,2,0,104,1268,2.1,2.6,4.8,3.8,2.7,0.5,7.1,"Sub_ 2570",7,3,"Kulikov Dmitry_2011-2012",2011,"2011-2012","Kulikov Dmitry","Dmitry ","Kulikov",990000,0.99,4.04040404,24.24242424,28.28282828,105.0505051,-5.050505051,1280.808081,4.04040404,24.24242424,28.28282828,105.0505051,-5.050505051,1280.808081,-0.589468939075404,0.225637314770546
"1525",1524,14885,"Kulikov Dmitry","Kulikov","Dmitry","2012-13",22,"FLA","SU","D","D",34,3,7,10,-5,22,1,2,0,52,713,0.7,1.4,2,0.4,1.7,0,2.1,"Sub_ 2570",7,4,"Kulikov Dmitry_2012-2013",2012,"2012-2013","Kulikov Dmitry","Dmitry ","Kulikov",1170732,1.170732,2.562499359,5.979165172,8.541664531,44.41665556,-4.270832266,609.0206811,2.562499359,5.979165172,8.541664531,44.41665556,-4.270832266,609.0206811,-0.506107231714948,-0.705308129692448
"1526",1525,14886,"Kulikov Dmitry","Kulikov","Dmitry","2013-14",23,"FLA","SU","D","D",81,8,11,19,-26,66,5,2,1,127,1757,0.9,1.3,2.3,-0.3,0.6,-0.8,-0.5,"Sub_ 2570",7,5,"Kulikov Dmitry_2013-2014",2013,"2013-2014","Kulikov Dmitry","Dmitry ","Kulikov",3000000,3,2.666666667,3.666666667,6.333333333,42.33333333,-8.666666667,585.6666667,2.666666667,3.666666667,6.333333333,42.33333333,-8.666666667,585.6666667,0.337633244237542,-0.239835407460951
"1527",1526,14887,"Kulikov Dmitry","Kulikov","Dmitry","2014-15",24,"FLA","RU","D","D",73,3,19,22,0,48,2,1,0,83,1556,0.9,3.5,4.3,1.3,4,-0.3,5,"Sub_ 2570",7,6,"Kulikov Dmitry_2014-2015",2014,"2014-2015","Kulikov Dmitry","Dmitry ","Kulikov",4000000,4,0.75,4.75,5.5,20.75,0,389,0.75,4.75,5.5,20.75,0,389,0.798878111557416,-0.0846778333837857
"1528",1527,14888,"Kulikov Dmitry","Kulikov","Dmitry","2015-16",25,"FLA","SU","D","D",74,1,16,17,8,51,1,0,0,99,1557,0.1,3.4,3.5,-0.8,3.5,0,2.7,"Sub_ 2570",7,7,"Kulikov Dmitry_2015-2016",2015,"2015-2016","Kulikov Dmitry","Dmitry ","Kulikov",4500000,4.5,0.222222222,3.555555556,3.777777778,22,1.777777778,346,0.222222222,3.555555556,3.777777778,22,1.777777778,346,1.02950054521735,-0.343273790179062
"1529",1528,14907,"Kunitz Chris","Kunitz","Chris","2011-12",32,"PIT","CA","LW","LW",82,26,35,61,16,49,20,6,0,230,1502,5.5,2.1,7.7,8.6,2.3,1.6,12.5,"Sub_ 2574",12,8,"Kunitz Chris_2011-2012",2011,"2011-2012","Kunitz Chris","Chris ","Kunitz",4000000,4,6.5,8.75,15.25,57.5,4,375.5,6.5,8.75,15.25,57.5,4,375.5,0.798878111557416,1.93237062961937
"1530",1529,14908,"Kunitz Chris","Kunitz","Chris","2012-13",33,"PIT","CA","LW","LW",48,22,30,52,30,39,13,9,0,113,865,5.9,2,7.8,11.5,3.1,0,14.5,"Sub_ 2574",12,9,"Kunitz Chris_2012-2013",2012,"2012-2013","Kunitz Chris","Chris ","Kunitz",2180488,2.180488,10.08948456,13.75838803,23.84787259,51.82326158,13.75838803,396.7001882,10.08948456,13.75838803,23.84787259,51.82326158,13.75838803,396.7001882,-0.0403624594695021,1.46689790738787
"1531",1530,14909,"Kunitz Chris","Kunitz","Chris","2013-14",34,"PIT","CA","LW","LW",78,35,33,68,25,66,22,13,0,218,1494,7.3,2.8,10.1,11.9,4.1,0.3,16.4,"Sub_ 2574",12,10,"Kunitz Chris_2013-2014",2013,"2013-2014","Kunitz Chris","Chris ","Kunitz",3725000,3.725,9.395973154,8.859060403,18.25503356,58.52348993,6.711409396,401.0738255,9.395973154,8.859060403,18.25503356,58.52348993,6.711409396,401.0738255,0.672035773044451,2.29440496913275
"1532",1531,14910,"Kunitz Chris","Kunitz","Chris","2014-15",35,"PIT","CA","LW","LW",74,17,23,40,2,56,7,9,1,170,1324,2.7,1.7,4.3,1.4,0.8,-0.5,1.7,"Sub_ 2574",12,11,"Kunitz Chris_2014-2015",2014,"2014-2015","Kunitz Chris","Chris ","Kunitz",3850000,3.85,4.415584416,5.974025974,10.38961039,44.15584416,0.519480519,343.8961039,4.415584416,5.974025974,10.38961039,44.15584416,0.519480519,343.8961039,0.729691381459435,0.846267611079208
"1533",1532,14911,"Kunitz Chris","Kunitz","Chris","2015-16",36,"PIT","CA","LW","LW",80,17,23,40,29,41,15,2,0,150,1346,2.7,2.6,5.2,4,4.3,-0.4,7.9,"Sub_ 2574",12,12,"Kunitz Chris_2015-2016",2015,"2015-2016","Kunitz Chris","Chris ","Kunitz",3850000,3.85,4.415584416,5.974025974,10.38961039,38.96103896,7.532467532,349.6103896,4.415584416,5.974025974,10.38961039,38.96103896,7.532467532,349.6103896,0.729691381459435,0.846267611079208
"1534",1533,14913,"Kunyk Cody","Kunyk","Cody","2013-14",23,"TBL","","LW","LW",1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,"Sub_ 2576",1,1,"Kunyk Cody_2013-2014",2013,"2013-2014","Kunyk Cody","Cody ","Kunyk",925000,0.925,0,0,0,2.162162162,0,10.81081081,0,0,0,2.162162162,0,10.81081081,-0.619449855451196,-1.222500043283
"1535",1534,14958,"Kuznetsov Evgeny","Kuznetsov","Evgeny","2013-14",21,"WSH","","C","C",17,3,6,9,-2,6,2,0,1,22,229,0.7,0.2,0.9,1.2,0.1,1,2.3,"Sub_ 2584",3,1,"Kuznetsov Evgeny_2013-2014",2013,"2013-2014","Kuznetsov Evgeny","Evgeny ","Kuznetsov",235384,0.235384,12.74513136,25.49026272,38.23539408,93.46429664,-8.49675424,972.8783605,12.74513136,25.49026272,38.23539408,93.46429664,-8.49675424,972.8783605,-0.937531695872858,-0.757027321051503
"1536",1535,14959,"Kuznetsov Evgeny","Kuznetsov","Evgeny","2014-15",22,"WSH","RU","C","C",80,11,26,37,10,24,7,4,0,127,1066,2.4,1.6,4,4.7,2.4,2,9.1,"Sub_ 2584",3,2,"Kuznetsov Evgeny_2014-2015",2014,"2014-2015","Kuznetsov Evgeny","Evgeny ","Kuznetsov",1112500,1.1125,9.887640449,23.37078652,33.25842697,114.1573034,8.988764045,958.2022472,9.887640449,23.37078652,33.25842697,114.1573034,8.988764045,958.2022472,-0.532966442828719,0.691110037002042
"1537",1536,14960,"Kuznetsov Evgeny","Kuznetsov","Evgeny","2015-16",23,"WSH","RU","C","C",82,20,57,77,27,32,15,5,0,193,1428,6.9,2.6,9.6,13.7,3.6,-0.6,16.7,"Sub_ 2584",3,3,"Kuznetsov Evgeny_2015-2016",2015,"2015-2016","Kuznetsov Evgeny","Evgeny ","Kuznetsov",2600000,2.6,7.692307692,21.92307692,29.61538462,74.23076923,10.38461538,549.2307692,7.692307692,21.92307692,29.61538462,74.23076923,10.38461538,549.2307692,0.153135297309593,2.75987769136425
"1538",1537,14984,"Kylington Oliver","Kylington","Oliver","2015-16",18,"CGY","SE","D","D",1,0,0,0,0,0,0,0,0,1,17,0,0,0,-0.1,0.1,0,0,"Sub_ 2591",1,1,"Kylington Oliver_2015-2016",2015,"2015-2016","Kylington Oliver","Oliver ","Kylington",99490,0.09949,0,0,0,10.05126143,0,170.8714444,0,0,0,10.05126143,0,170.8714444,-1.00021210587242,-1.222500043283
"1539",1538,15108,"Ladd Andrew","Ladd","Andrew","2011-12",26,"WPG","CA","LW","LW",82,28,22,50,-8,64,24,4,0,265,1604,4.2,1.2,5.4,6.7,1.7,0,8.4,"Sub_ 2614",11,7,"Ladd Andrew_2011-2012",2011,"2011-2012","Ladd Andrew","Andrew ","Ladd",4000000,4,7,5.5,12.5,66.25,-2,401,7,5.5,12.5,66.25,-2,401,0.798878111557416,1.36345952466976
"1540",1539,15109,"Ladd Andrew","Ladd","Andrew","2012-13",27,"WPG","CA","LW","LW",48,18,28,46,10,22,15,3,0,121,945,4.6,1.3,5.9,8.2,3.1,0.5,11.7,"Sub_ 2614",11,8,"Ladd Andrew_2012-2013",2012,"2012-2013","Ladd Andrew","Andrew ","Ladd",4500000,4.5,4,6.222222222,10.22222222,26.88888889,2.222222222,210,4,6.222222222,10.22222222,26.88888889,2.222222222,210,1.02950054521735,1.15658275923354
"1541",1540,15110,"Ladd Andrew","Ladd","Andrew","2013-14",28,"WPG","CA","LW","LW",78,23,31,54,8,57,19,4,0,189,1539,4.4,1.9,6.2,7.1,4.2,2.5,13.8,"Sub_ 2614",11,9,"Ladd Andrew_2013-2014",2013,"2013-2014","Ladd Andrew","Andrew ","Ladd",4500000,4.5,5.111111111,6.888888889,12,42,1.777777778,342,5.111111111,6.888888889,12,42,1.777777778,342,1.02950054521735,1.57033629010598
"1542",1541,15111,"Ladd Andrew","Ladd","Andrew","2014-15",29,"WPG","CA","LW","LW",81,24,38,62,9,72,15,9,0,224,1626,5.3,2.1,7.4,9.8,3.7,-0.9,12.6,"Sub_ 2614",11,10,"Ladd Andrew_2014-2015",2014,"2014-2015","Ladd Andrew","Andrew ","Ladd",4500000,4.5,5.333333333,8.444444444,13.77777778,49.77777778,2,361.3333333,5.333333333,8.444444444,13.77777778,49.77777778,2,361.3333333,1.02950054521735,1.98408982097842
"1543",1542,15112,"Ladd Andrew","Ladd","Andrew","2015-16",30,"TOT","CA","LW","LW",78,25,21,46,-13,45,13,10,2,181,1475,3.9,1,4.9,4.7,1.6,0.7,7.1,"Sub_ 2614",11,11,"Ladd Andrew_2015-2016",2015,"2015-2016","Ladd Andrew","Andrew ","Ladd",2916000,2.916,8.573388203,7.201646091,15.77503429,62.07133059,-4.458161866,505.829904,8.573388203,7.201646091,15.77503429,62.07133059,-4.458161866,505.829904,0.298888675382673,1.15658275923354
"1544",1543,15112,"Ladd Andrew","Ladd","Andrew","2015-16",30,"TOT","CA","LW","LW",78,25,21,46,-13,45,13,10,2,181,1475,3.9,1,4.9,4.7,1.6,0.7,7.1,"Sub_ 2614",11,11,"Ladd Andrew_2015-2016",2015,"2015-2016","Ladd Andrew","Andrew ","Ladd",2816000,2.816,8.877840909,7.457386364,16.33522727,64.27556818,-4.616477273,523.7926136,8.877840909,7.457386364,16.33522727,64.27556818,-4.616477273,523.7926136,0.252764188650685,1.15658275923354
"1545",1544,15201,"Laich Brooks","Laich","Brooks","2011-12",28,"WSH","CA","C","C",82,16,25,41,-8,34,10,5,1,191,1517,2.2,1.3,3.5,3.7,3.2,0.5,7.5,"Sub_ 2627",12,8,"Laich Brooks_2011-2012",2011,"2011-2012","Laich Brooks","Brooks ","Laich",6500000,6.5,2.461538462,3.846153846,6.307692308,29.38461538,-1.230769231,233.3846154,2.461538462,3.846153846,6.307692308,29.38461538,-1.230769231,233.3846154,1.9519902798571,0.897986802438263
"1546",1545,15202,"Laich Brooks","Laich","Brooks","2012-13",29,"WSH","CA","C","C",9,1,3,4,2,6,1,0,0,10,149,0.1,0.2,0.4,0.4,0.4,0,0.8,"Sub_ 2627",12,9,"Laich Brooks_2012-2013",2012,"2012-2013","Laich Brooks","Brooks ","Laich",4000000,4,0.25,0.75,1,2.5,0.5,37.25,0.25,0.75,1,2.5,0.5,37.25,0.798878111557416,-1.01562327784678
"1547",1546,15203,"Laich Brooks","Laich","Brooks","2013-14",30,"WSH","CA","C","C",51,8,7,15,-7,16,6,1,1,75,880,0.1,0.7,0.8,-0.8,1.7,1.2,2.1,"Sub_ 2627",12,10,"Laich Brooks_2013-2014",2013,"2013-2014","Laich Brooks","Brooks ","Laich",4000000,4,2,1.75,3.75,18.75,-1.75,220,2,1.75,3.75,18.75,-1.75,220,0.798878111557416,-0.446712172897172
"1548",1547,15204,"Laich Brooks","Laich","Brooks","2014-15",31,"WSH","CA","C","C",66,7,13,20,-2,24,7,0,0,106,972,0.3,1,1.3,0,2.5,0.6,3.1,"Sub_ 2627",12,11,"Laich Brooks_2014-2015",2014,"2014-2015","Laich Brooks","Brooks ","Laich",4500000,4.5,1.555555556,2.888888889,4.444444444,23.55555556,-0.444444444,216,1.555555556,2.888888889,4.444444444,23.55555556,-0.444444444,216,1.02950054521735,-0.188116216101896
